shelfmark,title,additional_titles,authors,language,language_codes,date,place,source_file
Add MS 15451,"Tana""kh (תנ""ך)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Jeremiah|Ezekiel|Isaiah|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Psalms|Job (only until 1:10)|Daniel|Ezra|Chronicles,"",Hebrew,he,"",Germany; Syracuse,Data/0047/add_ms_15451/data/add_ms_15451_TEI.xml
Or 63,Fragments of a legal treatise.,"","",Judeo-Arabic,jrb,"","",Data/0047/or_63/data/or_63_TEI.xml
Add MS 4708,Nevi᾿im (נביאים),Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi,"",Hebrew,he,"",Spain,Data/0047/add_ms_4708/data/add_ms_4708_TEI.xml
Harley MS 5527,Medical works.,Ha-igur האגור|Refu᾿ot רפואות,"",Hebrew,he,"","",Data/0047/harley_ms_5527/data/harley_ms_5527_TEI.xml
Harley MS 5715,Ketuvim (כתובים),Proverbs|Job|Daniel|Ezra|Chronicles|Ruth|Song of Songs|Ecclesiastes|Esther|Lamentations,"",Hebrew,he,"","",Data/0047/harley_ms_5715/data/harley_ms_5715_TEI.xml
Or 7951,A marriage contract.,"","",Hebrew,he,"","",Data/0047/or_7951/data/or_7951_TEI.xml
Harley MS 1528,"Tana""kh (תנ""ך)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakkuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Daniel|Esther|Ezra|Chronicles|Masoretic lists,"",Hebrew,he,"",SpainCatalonia,Data/0047/harley_ms_1528/data/harley_ms_1528_TEI.xml
Or 64,"Two works on alchemy, in Arabic in Hebrew characters.",Al-tadbir אלתדביר,"",Judeo-Arabic,jrb,"","",Data/0047/or_64/data/or_64_TEI.xml
Add MS 19250,"The Pentateuch scroll, so-called 'Kaifeng Torah Scroll.'","","",Hebrew,he,"","Kaifeng, China",Data/0047/add_ms_19250/data/add_ms_19250_TEI.xml
Or 1097,Sefer ha-mivḥar (ספר המבחר),Exodus|Leviticus|Numbers|Deuteronomy,"",Hebrew,he,"","",Data/0047/or_1097/data/or_1097_TEI.xml
Sloane MS 2642,The Book of Esther.,"","",Hebrew,he,"","",Data/0047/sloane_ms_2642/data/sloane_ms_2642_TEI.xml
Or 1453,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1453/data/or_1453_TEI.xml
Or 2480,A fragment of Judeo-Arabic commentary of Japheth ben Ali ha-Levi on Deuteronomy.,"","",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_2480/data/or_2480_TEI.xml
Or 1457.4,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1457_4/data/or_1457_4_TEI.xml
Or 2474,Perush Be-midbar,"","",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_2474/data/or_2474_TEI.xml
Add MS 15402,Midrash Aba Orion (aka Midrash Aba Gurion) on the book of Esther.,"","",Hebrew,he,"",Unknown,Data/0047/add_ms_15402/data/add_ms_15402_TEI.xml
Add MS 19667,Sidur (סדור),Morning prayer for week-days|Indication for minḥah|῾Arvit|Services for Sabbath|Additional portions for Rosh ḥodesh.|Tefilat ha-mo῾ed|Seder ha-Pesaḥ|Prayers for Rosh ha-Shanah and Yom Kipur|Services for the night of Simḥat Torah|Seder parashiyot,"",Hebrew,he,"","France, S.Avignon",Data/0047/add_ms_19667/data/add_ms_19667_TEI.xml
Or 2473,Perush Be-midbar (פרוש במדבר),"","",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_2473/data/or_2473_TEI.xml
Or 1457.3,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1457_3/data/or_1457_3_TEI.xml
Or 2487,Perush Shemot,Commentary on Exodus|Commentary on Exodus,"",Judeo-Arabic; Hebrew,jrb|he,"","",Data/0047/or_2487/data/or_2487_TEI.xml
Harley Ch 43 A 65 A,Latin quitclaim,"","",Latin,la,"",Unknown,Data/0047/harley_ch_43_a_65_a/data/harley_ch_43_a_65_a_TEI.xml
Or 1454,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1454/data/or_1454_TEI.xml
Or 2213,Midrash ha-gadol (מדרש הגדול),Midrash on Be-reshit|Midrash on Noaḥ|Midrash on Lekh lekha|Midrash on Va-yera᾿|Midrash on Ḥaye Sarah|Midrash on Toledot|Midrash on Ṿa-yetse|Midrash on Ṿa-yishlaḥ|Midrash on Ṿa-yeshev|Midrash on Mi-ḳets|Midrash on Ṿa-yigash|Midrash on Ṿa-yeḥi,"",Hebrew,he,"",Yemen,Data/0047/or_2213/data/or_2213_TEI.xml
Sloane MS 237,The Revelation of St John in Hebrew translation.,"","",Hebrew,he,"","",Data/0047/sloane_ms_237/data/sloane_ms_237_TEI.xml
Or 1462,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1462/data/or_1462_TEI.xml
Or 2822,תלמוד ירושלמי (Talmud Yerushalmi),Introduction|Berakhot|Pe᾿ah|Demaʾi|Kilʾayim|Sheḳalim|Notes,"",Jewish Babylonian Aramaic (ca. 200-1200 CE); Hebrew,tmr|he,"","",Data/0047/or_2822/data/or_2822_TEI.xml
Or 5009,"The minor tractates of Kalah, Soferim and Avel rabati, with a commentary by Mosheh Yehudah ῾Abbas.","","",Hebrew,he,"","",Data/0047/or_5009/data/or_5009_TEI.xml
Harley Ch 43 A 67 B,Latin quitclaim with a Hebrew docket,"","",Hebrew; Latin,he|la,"",Unknown,Data/0047/harley_ch_43_a_67_b/data/harley_ch_43_a_67_b_TEI.xml
Or 4117,Grammatical writings.,"","",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE),he|tmr,"",Yemen,Data/0047/or_4117/data/or_4117_TEI.xml
Or 1465,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1465/data/or_1465_TEI.xml
Or 2214,Two fragments of Midrash ha-gadol on Exodus.,"","",Hebrew,he,"",Yemen,Data/0047/or_2214/data/or_2214_TEI.xml
Or 2489,Perush Ṿa-yiḳra (פירוש ויקרא),"","",Judeo-Arabic; Hebrew,jrb|he,"","",Data/0047/or_2489/data/or_2489_TEI.xml
Or 13887,The Book of Esther.,"","",Hebrew,he,"","",Data/0047/or_13887/data/or_13887_TEI.xml
Add MS 4709,"Torah, megilot ṿe-hafṭarot (תורה, מגילות והפטרות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Song of Songs|Ruth|Lamentations|Ecclesiastes|Esther|Psalms|Proverbs|Job|Hafṭarot for the whole year,"",Hebrew,he,"","Italy, C.SermideMantua",Data/0047/add_ms_4709/data/add_ms_4709_TEI.xml
Or 7950,A marriage contract.,"","",Hebrew,he,"","",Data/0047/or_7950/data/or_7950_TEI.xml
Harley MS 5714,Maḥzor (מחזור),Services for Pesaḥ|Services for Shavu῾ot,"",Hebrew,he,"",Germany,Data/0047/harley_ms_5714/data/harley_ms_5714_TEI.xml
Or 65,Medical works.,Kitab al-mansuri כתאב אלמנצורי,"",Judeo-Arabic,jrb,"","",Data/0047/or_65/data/or_65_TEI.xml
Add MS 19893,Milon ῾ivri-latini (מלון עברי-לטיני),"","",Hebrew; Latin; German,he|la|ger,"",Unknown,Data/0047/add_ms_19893/data/add_ms_19893_TEI.xml
Harley MS 5521,Divre ha-yamim (דברי הימים),2 Chronicles,"",Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr,"","Oxford, England",Data/0047/harley_ms_5521/data/harley_ms_5521_TEI.xml
Or 2419,"Agadat ha-Talmud, a collection of hagadot occuring in the Talmud.","","",Jewish Babylonian Aramaic (ca. 200-1200 CE); Hebrew,tmr|he,"","",Data/0047/or_2419/data/or_2419_TEI.xml
Harley MS 5713,"A collection of prayers, a recension of the book of Tobit and Megilat Antiochus.","","",Hebrew,he,"",England,Data/0047/harley_ms_5713/data/harley_ms_5713_TEI.xml
Harley Ch 43 A 63 B,Sheṭar (שטר),"","",Hebrew,he,"",Unknown,Data/0047/harley_ch_43_a_63_b/data/harley_ch_43_a_63_b_TEI.xml
Add MS 19064,Maḥzor (מחזור),"Keter malkhut כתר מלכות|Services for week-days|Seder Shabat|Seder Rosh ḥodesh|Seder Ḥanukah|Seder ῾Asarah be-ṭevet|Seder arba῾ parashiyot|Seder Pesaḥ|Seder Shavu῾ot|Seder shiv῾ah ῾asar be-tamuz|Hilkhot ta῾anit ṿe-seder ṭeṭ
          								be-av|Seder ma῾amadot|Seder Rosh ha-shanah|Tsom Gedalyah|Seder Yom Kipur|Seder Sukot|Dinim","",Hebrew,he,"",Italy,Data/0047/add_ms_19064/data/add_ms_19064_TEI.xml
Harley MS 6530,A Hebrew-Latin dictionary.,"","",Hebrew; Latin,he|la,"","",Data/0047/harley_ms_6530/data/harley_ms_6530_TEI.xml
Or 1098,Keter Torah (כתר תורה),Exodus|Leviticus|Numbers|Deuteronomy,"",Hebrew,he,"",KramariyaConstantinople,Data/0047/or_1098/data/or_1098_TEI.xml
Or 6276,"A collection of ḳinot, partly in Italian (a dialect of Apulia) and partly in Greek.","","",Modern Greek (1453-); Italian; Hebrew,el|ita|he,"","",Data/0047/or_6276/data/or_6276_TEI.xml
Add MS 11831,The Book of Esther.,"","",Hebrew,he,"",Unknown,Data/0047/add_ms_11831/data/add_ms_11831_TEI.xml
Add MS 4707,The Pentateuch scroll.,"","",Hebrew,he,"",Spain,Data/0047/add_ms_4707/data/add_ms_4707_TEI.xml
Or 5063,Perush Tanḥum ben Yosef ha-Yerushalmi ῾al sefer Ḳohelet (פירוש תנחום בן יוסף הירושלמי על ספר קהלת),"","",Hebrew; Judeo-Arabic,he|jrb,"",EgyptAlexandria,Data/0047/or_5063/data/or_5063_TEI.xml
Harley MS 5722,Nevi᾿im (נביאים),Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi,"",Hebrew,he,"",ItalyBologna,Data/0047/harley_ms_5722/data/harley_ms_5722_TEI.xml
Or 2884,Hagadah for Passover (the 'Sister Hagadah').,"","",Hebrew,he,"","Spain, N.E.Barcelona",Data/0047/or_2884/data/or_2884_TEI.xml
Add MS 18970,Petaḥ devarai (פתח דברי),Luḥot ha-po῾el לוחות הפועל,"",Hebrew,he,"",Spain,Data/0047/add_ms_18970/data/add_ms_18970_TEI.xml
Or 5064,The book of precepts.,"","",Judeo-Arabic,jrb,"","",Data/0047/or_5064/data/or_5064_TEI.xml
Or 5400,Hebrew religious poetry.,"","",Hebrew,he,"","",Data/0047/or_5400/data/or_5400_TEI.xml
Or 2417,Sidur (סדור),"Psalms|Proverbs|Services for week-days|Services for the Sabbath|Services for rosh ḥodesh|Services for Pesaḥ|Services for Shavu῾ot|Prayer for the fast days|Services for Tish῾ah be-av|Services for Rosh ha-Shanah|Services for Yom Kipur|Services for Sukot|Services for Ḥanukah|Services for Purim|Tseloah almiyat|Seliḥot le-lele ashmurot|Seliḥot le-el raḥamim|Seder ῾avodah|Berakhot|῾Ibur ha-shanim|Nusaḥ ha-ketubot, ha-giṭin ṿeha-sheṭarot|Liturgical pieces|Additions","",Hebrew; Judeo-Arabic,he|jrb,"",Yemen,Data/0047/or_2417/data/or_2417_TEI.xml
Add MS 5242,Polyglot Bible and fragments of liturgical texts.,"","","Hebrew; Latin; Modern Greek (1453-); Classical Syriac; Syriac; Jewish Babylonian Aramaic (ca. 200-1200 CE); Arabic; Persian; Geez; Coptic; Castilian, Spanish; Italian; French; German",he|la|gre|syc|syr|tmr|ara|per|gez|cop|spa|ita|fr|ger,"","",Data/0047/add_ms_5242/data/add_ms_5242_TEI.xml
Or 1490,Fragments of Midrash ha-gadol on Numbers.,"","",Hebrew,he,"",Yemen,Data/0047/or_1490/data/or_1490_TEI.xml
Or 2215,Midrash ha-gadol (מדרש הגדול),Midrash on Tsaṿ|Midrash on Shemini|Midrash on Tazri῾a|Midrash on Metsora῾|Midrash on Aḥare mot|Midrash on Ḳedoshim|Midrash on Emor|Midrash on Be-har|Midrash on Be-ḥuḳotai,"",Hebrew,he,"",Yemen,Data/0047/or_2215/data/or_2215_TEI.xml
Add MS 27158,Homilies in Hebrew and Italian.,"","",Hebrew; Italian,he|ita,"","",Data/0047/add_ms_27158/data/add_ms_27158_TEI.xml
Or 2443,A daily prayer book in an Italian translation.,"","",Italian; Hebrew,ita|he,"","Italy, S.Monte Albodo",Data/0047/or_2443/data/or_2443_TEI.xml
Or 1464,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1464/data/or_1464_TEI.xml
Or 4116,"Sefer Meḳor ḥayim, on the laws of sheḥitah and ṭerefah, compiled by Yaḥya ben Jacob Saliḥ.","","",Hebrew,he,"",Yemen,Data/0047/or_4116/data/or_4116_TEI.xml
Add MS 27167,"Torah, hafṭarot u-megilot (תורה,הפטרות ומגילות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot|Song of Songs|Ruth|Lamentations|Ecclesiastes|Esther|Masoretic lists,"",Hebrew,he,"",PortugalLisbon,Data/0047/add_ms_27167/data/add_ms_27167_TEI.xml
Or 14059,A medical treatise.,"","",Judeo-Arabic,jrb,"","",Data/0047/or_14059/data/or_14059_TEI.xml
Or 2488,The commentary on the book of Exodus (fragments).,"","",Judeo-Arabic; Hebrew,jrb|he,"","",Data/0047/or_2488/data/or_2488_TEI.xml
Or 1463,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1463/data/or_1463_TEI.xml
Or 2212,Ketuvim (כתובים),Psalms|Job|Proverbs|Ecclesiastes|Song of Songs|Lamentations|Daniel|Esther|Ezra|Chronicles|Megilat Antiochus|Masoretic lists|Comments|Poetic fragments,"",Hebrew,he,"",Yemen,Data/0047/or_2212/data/or_2212_TEI.xml
Add MS 27194,פירוש סדר נזיקין (Perush Seder neziḳin),Bava ḳama|Bava metsi῾a|Sanhedrin|Makot|Shevu῾ot,"",Jewish Babylonian Aramaic (ca. 200-1200 CE); Hebrew,tmr|he,"",Italy,Data/0047/add_ms_27194/data/add_ms_27194_TEI.xml
Or 5834,"A daily prayer book with prayers for the sick, Ashkenazi rite.","","",Hebrew,he,"",GermanyMannheim,Data/0047/or_5834/data/or_5834_TEI.xml
Or 2486,Perush Shemot (פירוש שמות),Bo|Be-shalakh|Yitro,"",Judeo-Arabic; Hebrew,jrb|he,"","",Data/0047/or_2486/data/or_2486_TEI.xml
Or 1455,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1455/data/or_1455_TEI.xml
Add MS 19666,Maḥzor (מחזור),Services for the week-days|Services for Shabat|Services for Rosh ḥodesh|Services for Ḥanukah|Ta῾anit|Arba῾ah parashiyot|Services for Pesaḥ|Services for Shavu῾ot|Shiv῾ah ῾asar be-tamuz|Tish῾ah be-av|῾Aseret yeme teshuvah|Services for Rosh ha-Shanah|Tsom Gedalyah|Services for Tsom Kipur|Services for Sukot|A series of small offices,"",Hebrew,he,"",Italy,Data/0047/add_ms_19666/data/add_ms_19666_TEI.xml
Add MS 27169,Midrash rabah (מדרש רבה),Midrash Va-yiḳra᾿ rabah,"",Hebrew,he,"",GreeceItaly,Data/0047/add_ms_27169/data/add_ms_27169_TEI.xml
Lansdowne Ch 666,Latin sale charter with a Hebrew docket,"","",Hebrew; Latin,he|la,"",Unknown,Data/0047/lansdowne_ch_666/data/lansdowne_ch_666_TEI.xml
Add MS 11639,Miscellany קובץ,Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot|Targum of the Hafṭarot|Tiḳun soferim|Song of Songs|Ruth|Ecclesiastes|Sefer maʿarakhah|Sidur|Special portions|Pirḳe avot|Prayers|Hagadah|Targum Be-shalakh|Targum of Exodus 19|Prayers|Hosh῾anot|Pieces for Simḥat Torah|Ma῾arivim|Seder parashiyot|On marriage and birth|Rules for Seder Pesaḥ|Birkat lulav|Hilkhot ha-sheḥitah|Tsiduḳ ha-din|Formulae for legal documents|Taḳanot against informers|Taḳanot Rabenu Gershom|Seder ḥalitsah|Yotsrot|Yotsrot|Ofanim|Yotsrot le-Rosh ha-shanah|Service for Yom Kipur|Lel Yom Kipur|Lamentations|Esther|Moladot|Penitentary prayers|Seliḥot u-petiḥot|Pizmonim|Tokhaḥot|῾Aḳedot|An index of poetical pieces|Mezuzah|Pesuḳim|Metrical pieces|Calendar tables|Sefer mitsṿot ḳatan|Perush azharot|Commentary on poetical pieces|An addition to Megilat Ta῾anit|Sedarim aḥerim|Sefer tarshish|A commentary on piyuṭim|A commentary on piyuṭim|Gimaṭriyot aḥerim|Dinim le-yamim ṭovim,"",Hebrew,he,"",Unknown,Data/0047/add_ms_11639/data/add_ms_11639_TEI.xml
Or 1457.2,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1457_2/data/or_1457_2_TEI.xml
Or 2472,פרוש ויקרא (Perush va-yiḳra),"","",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_2472/data/or_2472_TEI.xml
Add MS 15252,"תנ""ך (Tana""kh)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi|Ruth|Psalms|Job|Proverbs|Song of Songs|Ecclesiastes|Lamentations|Esther|Daniel|Ezra|Chronicles,"",Hebrew; Tregami,he|trm,"","Catalonia, Spain",Data/0047/add_ms_15252/data/add_ms_15252_TEI.xml
Add MS 27156,The directions for Seder teḳi῾at ha-shofar.,"","",Hebrew,he,"",Italy,Data/0047/add_ms_27156/data/add_ms_27156_TEI.xml
Or 2475,Perush Be-midbar (פרוש במדבר),"","",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_2475/data/or_2475_TEI.xml
Or 1457.5,The Pentateuch scroll.,"","",Hebrew,he,"","",Data/0047/or_1457_5/data/or_1457_5_TEI.xml
Or 1452,The Pentateuch scroll.,"","",Hebrew,he,"",Yemen,Data/0047/or_1452/data/or_1452_TEI.xml
Add MS 11433,Tiḳune shabat (תקוני שבת),"","",Hebrew,he,"",Unknown,Data/0047/add_ms_11433/data/add_ms_11433_TEI.xml
Add MS 27151,Part 1 of Natan ben Reuven Shapira's Me᾿orot Natan.,"","",Hebrew,he,"",Italy,Data/0047/add_ms_27151/data/add_ms_27151_TEI.xml
Harley MS 5586,תורה (Torah),Exodus|Leviticus|Numbers|Deuteronomy,"",Hebrew,he,"",Italy,Data/0047/harley_ms_5586/data/harley_ms_5586_TEI.xml
Or 4732,"Poetical text, in Persian in Hebrew characters.","","",Persian,per,"","",Data/0047/or_4732/data/or_4732_TEI.xml
Add MS 7701,"A fragment of an Arabic-Persian versified vocabulary, with a commentary. Incomplete.",Rasalah dar hiyat רסאלה דר היאת|Mikhtatsar מכתצר,"",Judeo-Persian; Judeo-Arabic; Hebrew,jpr|jrb|heb,"","",Data/0047/add_ms_7701/data/add_ms_7701_TEI.xml
Add MS 18969,Ya᾿ir nativ (יאיר נתיב),Sefer ha-ma῾alot ספר המעלות,"",Hebrew,he,"",Unknown,Data/0047/add_ms_18969/data/add_ms_18969_TEI.xml
Harley MS 5509,Nevi᾿im (נביאים),Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah,"",Hebrew,he,"",Spain,Data/0047/harley_ms_5509/data/harley_ms_5509_TEI.xml
Or 1086,The Book of Esther.,"","",Hebrew,he,"","",Data/0047/or_1086/data/or_1086_TEI.xml
Harley MS 6529,A Hebrew Grammar in Latin.,"","",Hebrew; Latin,he|la,"","",Data/0047/harley_ms_6529/data/harley_ms_6529_TEI.xml
Or 11337,Autobiographical writing.,"","",Hebrew,he,"","",Data/0047/or_11337/data/or_11337_TEI.xml
Add MS 11828,The Pentateuch scroll.,"","",Hebrew,he,"",Germany,Data/0047/add_ms_11828/data/add_ms_11828_TEI.xml
Sloane MS 3582,A magical spell.,"","",Hebrew,he,"","",Data/0047/sloane_ms_3582/data/sloane_ms_3582_TEI.xml
Or 2858,An ethical treatise.,"","",Hebrew,he,"","",Data/0047/or_2858/data/or_2858_TEI.xml
Or 13032,The Book of Esther.,"","",Hebrew,he,"",Italy,Data/0047/or_13032/data/or_13032_TEI.xml
Or 1427,Karaite seliḥot.,"","",Hebrew,he,"","",Data/0047/or_1427/data/or_1427_TEI.xml
Add MS 14762,Hagadah shel Pesaḥ (הגדה של פסח),Hagadah,"",Hebrew,he,"","Ulm, Germany",Data/0047/add_ms_14762/data/add_ms_14762_TEI.xml
Add MS 17745,Sefer ha-zohar (ספר הזוהר),"","",Hebrew,he,"",Italy,Data/0047/add_ms_17745/data/add_ms_17745_TEI.xml
Add MS 18967,Maḥzor (מחזור),The four special Sabbaths and Purim|Yotser le-Shabat ha-gadol|Services for Pesaḥ|Services for Shavu῾ot,"",Hebrew,he,"",Germany,Data/0047/add_ms_18967/data/add_ms_18967_TEI.xml
Or 4536,Kovets (קובץ),Derush ha-taninim דרוש התנינים|Zamir ῾aritsim ya῾aneh  	זמיר עריצים יענה|Ḥibur חבור (חלק),"",Hebrew,he,"","",Data/0047/or_4536/data/or_4536_TEI.xml
Or 7949,A marriage contract.,"","",Hebrew,he,"","",Data/0047/or_7949/data/or_7949_TEI.xml
Royal MS 16 A XIV,"Tiḳune Zohar, followed by portions of Siṭre Torah, Midrash ne῾elam, and portions on a large number of pericopes of the Pentateuch.","","",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE),he|tmr,"",Italy,Data/0047/royal_ms_16_a_xiv/data/royal_ms_16_a_xiv_TEI.xml
Add MS 27183,"Ohole Ya῾aḳov, containing responses of Jacob Castro.","","",Hebrew,he,"",Italy,Data/0047/add_ms_27183/data/add_ms_27183_TEI.xml
Harley Ch 43 A 56,Latin charter with a Hebrew docket,"","",Latin; Hebrew,la|he,"",Unknown,Data/0047/harley_ch_43_a_56/data/harley_ch_43_a_56_TEI.xml
Add MS 9400,"Torah, megilot ṿe-hafṭarot (תורה, מגילות והפטרות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Song of Songs|Ruth|Lamentations|Ecclesiastes|Esther|Hafṭarot,"",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE),he|tmr,"","",Data/0047/add_ms_9400/data/add_ms_9400_TEI.xml
Or 1474,Nevi᾿im (נביאים),Ezekiel|Isaiah|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Haggai|Zechariah|Malachi,"",Hebrew; Jewish Babylonian Aramaic (ca. 200-1200 CE); Judeo-Arabic,he|tmr|jrb,"",Yemen,Data/0047/or_1474/data/or_1474_TEI.xml
Or 14020 A,An Judeo-Arabic translation of the Torah and the Five Scrolls.,"","",Judeo-Arabic,jrb,"","",Data/0047/or_14020_a/data/or_14020_a_TEI.xml
Or 2453,"Poetical texts in Persian, in Hebrew characters.",Poems שירים,"",Persian; Hebrew,per|he,"","",Data/0047/or_2453/data/or_2453_TEI.xml
Harley Ch 43 A 69,Latin quitclaim with Hebrew signature,"","",Latin; Hebrew,la|he,"",Unknown,Data/0047/harley_ch_43_a_69/data/harley_ch_43_a_69_TEI.xml
Or 1480,Sidur (סדור),Services for week-days|Services for the Sabbath|Services for rosh ḥodesh|Services for Pesaḥ|Services for Shavu῾ot|Ta῾aniyot|Services for Tish῾ah be-av|Services for Rosh ha-Shanah|Services for Yom Kipur|Services for Sukot|Services for Ḥanukah|Services for Purim|Tefilat ha-met|Seder seliḥot le-lele ashmurot|Seliḥot le-El raḥamim|Seder ῾avodah|Berakhot|῾Ibur ha-shanim|Nusaḥ ha-ketubot ṿeha-giṭin ṿeha-sheṭarot|Tokhaḥot u-vaḳashot|Masekhet Yoma,"",Hebrew; Judeo-Arabic,he|jrb,"","",Data/0047/or_1480/data/or_1480_TEI.xml
Add MS 27170,A collection of medical prescriptions taken from diverse sources.,"","",Hebrew,he,"","",Data/0047/add_ms_27170/data/add_ms_27170_TEI.xml
Add MS 27184,A series of prayers recited in the cemetery in Padua.,"","",Hebrew,he,"","Italy, N.Padua",Data/0047/add_ms_27184/data/add_ms_27184_TEI.xml
Or 2458 A-C,A marriage contract (ketubah) and two divorce contracts (get).,"","",Hebrew,he,"","",Data/0047/or_2458_A-C/data/or_2458_A-C_TEI.xml
Add MS 22092,Gan Elohim (גן אלהים),Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Notes,"",Hebrew,he,"",Italy|N. France,Data/0047/add_ms_22092/data/add_ms_22092_TEI.xml
